"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme dermatológico	5 mg/g + 5 mg/g	Medley	20/08/2007
"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme vaginal	5 mg/g + 5 mg/g	Medley	03/09/2007
"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme vaginal	5 mg/g + 5 mg/g	EMS	31/08/2009
"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme vaginal	5 mg/g + 5 mg/g	Germed	31/08/2009
"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme dermatológico	5 mg/g + 5 mg/g	EMS	13/10/2009
"acetato de clostebol + sulfato 
de neomicina"	Trofodermin	Creme dermatológico	5 mg/g + 5 mg/g	Germed	13/10/2009
acetato de desmopressina	Ddavp	"Solução nasal sistêmica - 
Spray dose controlada"	10 mcg/dose	Bergamo	01/10/2007
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Prati Donaduzzi	11/07/2005
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Teuto	01/08/2005
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	União Química	15/05/2006
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Geolab	13/11/2006
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	EMS	25/06/2007
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Germed	25/06/2007
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	"EMS Sigma 
Pharma"	25/06/2007
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Legrand	11/02/2008
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Sanval	29/06/2009
acetato de dexametasona	Dexason	Creme dermatológico	1 mg/g	Cimed	14/12/2009
acetato de hidrocortisona	Berlison	Creme dermatológico	10 mg/g	Ativus	17/01/2003
acetato de hidrocortisona	Berlison	Pomada dermatológica	10 mg/g	Ativus	26/11/2004
acetato de hidrocortisona	Berlison	Creme dermatológico	10 mg/g	União Química	15/05/2006
acetato de hidrocortisona	Berlison	Creme dermatológico	10 mg/g	Teuto	29/06/2009
acetato de octreotida	Sandostatin	Solução injetável	0,05 mg/ml; 0,1 mg/ml	Sun	17/07/2006
acetato de prednisolona	Pred Fort	Suspensão oftálmica	10 mg/ml	Novartis	26/03/2002
acetato de prednisolona	Pred Fort	Suspensão oftálmica	10 mg/ml	Geolab	28/05/2012
acetilcisteína	Fluimucil	Xarope	20 mg/ml	Eurofarma	13/11/2001
acetilcisteína	Fluimucil	Granulado para solução oral	100 mg; 200 mg; 600 mg	Eurofarma	17/01/2002
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	Prati Donaduzzi	25/11/2003
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	EMS	26/01/2004
acetilcisteína	Fluimucil	Granulado para solução oral	20 mg/ml; 40 mg/ml	EMS	29/01/2004
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	Germed	25/06/2004
acetilcisteína	Fluimucil	Granulado para solução oral	100 mg; 200 mg; 600 mg	Germed	27/07/2004
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	"EMS Sigma 
Pharma"	23/02/2005
acetilcisteína	Fluimucil	Granulado para solução oral	100 mg; 200 mg; 600 mg	"EMS Sigma 
Pharma"	23/03/2005
acetilcisteína	Fluimucil	Xarope	20 mg/ml	União Química	30/05/2005
acetilcisteína	Fluimucil	Granulado para solução oral	100 mg; 200 mg; 600 mg	Prati Donaduzzi	20/06/2005
acetilcisteína	Fluimucil	Solução injetável	100 mg/ml	União Química	15/08/2005
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	Geolab	03/09/2007
acetilcisteína	Fluimucil	Solução injetável	100 mg/ml	Blau	06/06/2011
acetilcisteína	Fluimucil	Xarope	20 mg/ml; 40 mg/ml	Teuto	14/05/2012
aciclovir	Zovirax	Creme dermatológico	50 mg/g	EMS	28/04/2000
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Brainfarma	13/10/2000
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Cristália	22/11/2000
aciclovir	Zovirax	Comprimido	200 mg; 400 mg	Ranbaxy	22/01/2001
aciclovir	Zovirax	Comprimido	200 mg; 400 mg	Merck	05/11/2001
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Medley	06/12/2001
aciclovir	Zovirax	Comprimido	200 mg; 400 mg	Sandoz	19/07/2002
aciclovir	Zovirax	Comprimido	200 mg	Nova Química	16/04/2003
aciclovir	Zovirax	Comprimido	200 mg	Brainfarma	12/05/2004
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Prati Donaduzzi	27/07/2004
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Cimed	25/07/2005
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Blau	10/10/2005
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Germed	24/10/2005
aciclovir	Zovirax	Creme dermatológico	50 mg/g	"EMS Sigma 
Pharma"	24/10/2005
aciclovir	Zovirax	Creme dermatológico	50 mg/g	União Química	21/11/2005
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Geolab	06/02/2006
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Nova Química	24/03/2006
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Multilab	17/07/2006
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Merck	14/08/2006
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Cifarma	08/10/2007
aciclovir	Zovirax	Comprimido	200 mg	Prati Donaduzzi	22/10/2007
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Sandoz	08/12/2008
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Biosintética	14/06/2010
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Aché	14/06/2010
aciclovir	Zovirax	Comprimido	200 mg	Biosintética	05/07/2010
aciclovir	Zovirax	Comprimido	200 mg	Aché	05/07/2010
aciclovir	Zovirax	Creme dermatológico	50 mg/g	Belfar	27/02/2012
aciclovir	Zovirax	"Creme dermatólógico, 
Comprimido e Pó para 
solução injetável"	200 mg; 250 mg e 50 mg/g	Teuto	15/12/2014
aciclovir	Zovirax	Comprimido	200 mg	União Química	11/05/2015
aciclovir	Zovirax	"Creme dermatológico, 
comprimido, pomada 
oftálmica"	50 mg/g, 200 mg, 30 mg/g	Pharlab	20/10/2015
ácido acetilsalicílico	Aspirina	Comprimido	100 mg; 500 mg	EMS	28/06/2001
ácido acetilsalicílico	Aspirina	Comprimido	100 mg	Cimed	04/09/2006
ácido acetilsalicílico	Aspirina	Comprimido revestido	300mg	EMS	27/04/2009
ácido acetilsalicílico	Aspirina	Comprimido revestido	300mg	Germed	27/04/2009
ácido acetilsalicílico	Aspirina	Comprimido revestido	300mg	Legrand	27/04/2009
ácido fusídico	Verutex	Creme dermatológico	20 mg/g	Brainfarma	19/01/2009
ácido fusídico	Verutex	Creme dermatológico	20 mg/g	Prati Donaduzzi	16/09/2013
"ácido fusídico + valerato de 
betametasona"	Verutex B	Creme dermatológico	20 mg/g + 1 mg/g	EMS	11/05/2009
"ácido fusídico + valerato de 
betametasona"	Verutex B	Creme dermatológico	20 mg/g + 1 mg/g	Germed	11/05/2009
"ácido fusídico + valerato de 
betametasona"	Verutex B	Creme dermatológico	20 mg/g + 1 mg/g	"EMS Sigma 
Pharma"	11/05/2009
"ácido fusídico + valerato de 
betametasona"	Verutex B	Creme dermatológico	20 mg/g + 1 mg/g	Legrand	11/05/2009
"ácido fusídico + valerato de 
betametasona"	Verutex B	Creme dermatológico	20 mg/g + 1 mg/g	Nova Química	26/10/2009
ácido mefenâmico	Ponstan	Comprimido	500 mg	Biosintética	01/08/2005
ácido mefenâmico	Ponstan	Comprimido	500 mg	Medley	21/07/2008
ácido mefenâmico	Ponstan	Comprimido	500 mg	EMS	03/11/2008
ácido mefenâmico	Ponstan	Comprimido	500 mg	Germed	03/11/2008
ácido mefenâmico	Ponstan	Comprimido	500 mg	"EMS Sigma 
Pharma"	03/11/2008
ácido mefenâmico	Ponstan	Comprimido	500 mg	Sandoz	15/12/2014
ácido tranexâmico	Transamin	Comprimido	250 mg	EMS	14/06/2010
ácido tranexâmico	Transamin	Comprimido	250 mg	Germed	13/09/2010
ácido tranexâmico	Transamin	Comprimido	250 mg	Legrand	13/09/2010
ácido tranexâmico	Transamin	Solução injetável	50 mg/ml	Ariston	24/09/2012
ácido tranexâmico	Transamin	Solução injetável	50 mg/ml	Hipolabor	08/04/2013
ácido zoledrônico	"Ácido 
Zoledrônico"	Solução injetável	4 mg	Eurofarma	11/01/2010
ácido zoledrônico	Blaztere	Pó para solução injetável	4 mg	Sun	04/02/2013
ácido zoledrônico	Zometa	Solução injetável	4 mg	Blau	02/03/2015
ácido zoledrônico	Blaztere	Pó para solução injetável	4 mg	Cristália	23/03/2015
ácido zoledrônico	Zometa	Solução injetável	4 mg	Sandoz	23/03/2015
ácido zoledrônico	Blaztere	Pó para solução injetável	4 mg	"Antibióticos do 
Brasil"	13/07/2015
adapaleno	Differin	Gel dermatológico	1 mg/g	Biosintética	23/02/2005
adapaleno	Differin	Gel dermatológico	1 mg/g	Germed	12/04/2005
adapaleno	Differin	Gel dermatológico	1 mg/g	"EMS Sigma 
Pharma"	12/04/2005
adapaleno	Differin	Gel dermatológico	1 mg/g	EMS	19/04/2005
adapaleno	Differin	Gel dermatológico	1 mg/g	Medley	21/02/2007
adenosina	Adenocard	Solução injetável	3 mg/ml	Hipolabor	17/01/2011
albendazol	Zentel	Suspensão oral	40 mg/ml	Brainfarma	05/05/2000
albendazol	Zentel	Suspensão oral	40 mg/ml	Teuto	28/08/2000
albendazol	Zentel	Suspensão oral	40 mg/ml	Prati Donaduzzi	04/06/2001
albendazol	Zentel	Suspensão oral	40 mg/ml	EMS	07/08/2001
albendazol	Zentel	Comprimido mastigável	200 mg; 400 mg	Prati Donaduzzi	24/07/2002
albendazol	Zentel	Comprimido mastigável	400 mg	Brainfarma	27/10/2003
albendazol	Zentel	Comprimido mastigável	200 mg; 400 mg	EMS	12/02/2004
albendazol	Zentel	Comprimido mastigável	200 mg; 400 mg	Legrand	03/06/2004
albendazol	Zentel	Comprimido mastigável	200 mg; 400 mg	Germed	08/06/2004
albendazol	Zentel	Suspensão oral	40 mg/ml	Medley	19/04/2005
albendazol	Zentel	Comprimido mastigável	400 mg	Medley	20/06/2005
albendazol	Zentel	Suspensão oral	40 mg/ml	Germed	29/08/2005
albendazol	Zentel	Suspensão oral	40 mg/ml	Legrand	29/08/2005
albendazol	Zentel	Comprimido mastigável	400 mg	Teuto	03/04/2006
albendazol	Zentel	Suspensão oral	40 mg/ml	Nova Química	17/04/2006
alendronato de sódio	Fosamax	Comprimido	70 mg	Germed	15/08/2005
alendronato de sódio	Fosamax	Comprimido	70 mg	EMS	22/08/2005
alendronato de sódio	Fosamax	Comprimido	70 mg	Legrand	25/02/2009
alendronato de sódio	Fosamax	Comprimido revestido	70 mg	sandoz	04/01/2010
alendronato de sódio	Fosamax	Comprimido	70 mg	Nova Química	01/08/2011
alendronato de sódio	Fosamax	Comprimido	70 mg	Biosintética	05/08/2013
alendronato de sódio	Fosamax	Comprimido	70 mg	Aché	05/08/2013
alendronato de sódio	Fosamax	Comprimido	70 mg	Brainfarma	23/09/2013
alendronato de sódio	Fosamax	Comprimido	70 mg	Teuto	23/12/2013
alendronato de sódio	Fosamax	Comprimido	70 mg	Wyeth	20/01/2014
alendronato de sódio	Fosamax	Comprimido	70 mg	FURP	12/01/2015
alfaestradiol	Avicis	Solução capilar	0,25 mg/ml	Bergamo	14/01/2013
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	EMS	07/11/2005
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	Germed	07/11/2005
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	"EMS Sigma 
Pharma"	07/11/2005
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	Eurofarma	06/02/2008
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	Legrand	24/11/2008
"algestona acetofenida + 
enantato de estradiol"	Perlutan	Solução injetável	150 mg/ml + 10 mg/ml	Mabra	02/04/2012
alopurinol	Zyloric	Comprimido	100 mg; 300 mg	Sandoz	19/09/2001
alopurinol	Zyloric	Comprimido	100 mg	Prati Donaduzzi	10/03/2008
alopurinol	Zyloric	Comprimido	100 mg; 300 mg	Medley	25/08/2008
alopurinol	Zyloric	Comprimido	300 mg	Germed	25/08/2014
alopurinol	Zyloric	Comprimido	300 mg	Legrand	25/08/2014
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	EMS	04/03/2004
alprazolam	Frontal	Comprimido	0,25 mg; 0,50 mg; 1 mg	Eurofarma	17/03/2004
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	Germed	11/06/2004
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	"EMS Sigma 
Pharma"	20/01/2005
alprazolam	Frontal	Comprimido	0,25 mg; 0,50 mg; 1 mg	Medley	21/01/2008
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	Zydus	23/03/2009
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	Nova Química	11/05/2009
alprazolam	Frontal	Comprimido	0,50 mg; 1 mg; 2 mg	Teuto	13/09/2010
alprazolam	Frontal	Comprimido	0,50 mg; 1 mg; 2 mg	Aché	14/11/2011
alprazolam	Frontal	Comprimido	0,50 mg; 1 mg; 2 mg	Biosintética	12/12/2011
alprazolam	Frontal	Comprimido	"0,25 mg; 0,50 mg; 1 mg; 2 
mg"	Brainfarma	18/06/2012
aminofilina	Aminofilina	Solução injetável	24 mg/ml	Teuto	03/03/2000
aminofilina	Aminofilina	Comprimido	100 mg; 200 mg	Teuto	12/04/2004
aminofilina	Aminofilina	Solução injetável	24 mg/ml	Farmace	07/03/2005
aminofilina	Aminofilina	Solução injetável	24 mg/ml	Hipolabor	24/05/2005
aminofilina	Minoton	Solução injetável	24 mg/ml	Hypofarma	11/06/2007
aminofilina	Aminofilina	Comprimido	200 mg	Vitapan	29/10/2007
aminofilina	Aminofilina	Comprimido	200 mg	Brainfarma	21/01/2008
aminofilina	Aminofilina	Comprimido	100 mg	Hipolabor	13/04/2009
aminofilina	Aminofilina	Comprimido	100 mg	FURP	07/07/2014
amoxicilina	Amoxil	Cápsula dura	500 mg	EMS	24/07/2000
amoxicilina	Amoxil	Pó para suspensão oral	"125 mg/5ml; 200 mg/5ml; 
250 mg/5ml; 400 mg/5ml; 
500 mg/5ml"	Medley	09/08/2000
amoxicilina	Amoxil	Cápsula dura	500 mg	Medley	09/08/2000
amoxicilina	"Amoxil/Amoxil 
BD"	Pó para suspensão oral	"125 mg/5ml; 200 mg/5ml; 
250 mg/5ml; 400 mg/5ml; 
500 mg/5ml"	Eurofarma	09/08/2000
amoxicilina	Amoxil	Cápsula dura	500 mg	Eurofarma	09/08/2000
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	EMS	14/08/2000
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml	Germed	23/11/2000
amoxicilina	Amoxil	Cápsula dura	500 mg	Germed	23/11/2000
amoxicilina	Amoxil BD	Comprimido revestido	875 mg	Eurofarma	01/10/2002
amoxicilina	Amoxil	Pó para suspensão oral	200mg/5mL; 400mg/5mL	EMS	24/03/2003
amoxicilina	Amoxil	Cápsula dura	500 mg	Nova Química	28/03/2003
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml	Brainfarma	14/11/2003
amoxicilina	Amoxil	Cápsula dura	500 mg	Brainfarma	12/01/2004
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	União Química	12/02/2004
amoxicilina	Amoxil	Cápsula dura	500 mg	Teuto	01/03/2004
amoxicilina	Amoxil BD	Comprimido revestido	875 mg	EMS	05/03/2004
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml	Nova Química	16/04/2004
amoxicilina	Amoxil BD	Comprimido revestido	875 mg	"EMS Sigma 
Pharma"	11/06/2004
amoxicilina	Amoxil BD	Comprimido revestido	875 mg	Germed	21/06/2004
amoxicilina	Amoxil	Pó para suspensão oral	200mg/5mL; 400mg/5mL	Germed	21/06/2004
amoxicilina	Amoxil	Cápsula dura	500 mg	Novartis	23/02/2005
amoxicilina	Amoxil	Cápsula dura	500 mg	Ranbaxy	19/12/2005
amoxicilina	Amoxil	Cápsula dura	500 mg	Aurobindo	09/01/2006
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml	Ranbaxy	14/08/2006
amoxicilina	Velamox	Comprimido	500 mg	EMS	28/08/2006
amoxicilina	Velamox	Comprimido	500 mg	Germed	09/10/2006
amoxicilina	Velamox	Comprimido	500 mg	"EMS Sigma 
Pharma"	09/10/2006
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml	Neolatina	22/01/2007
amoxicilina	Amoxil	Cápsula dura	500 mg	Cimed	27/08/2007
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	Cimed	01/10/2007
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	Aurobindo	08/10/2007
amoxicilina	Amoxil	Cápsula dura	500 mg	Neolatina	12/11/2007
amoxicilina	Amoxil	Cápsula dura	500 mg	Unichem	17/03/2008
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	Teuto	14/04/2008
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	Prati Donaduzzi	12/05/2008
amoxicilina	Amoxil	Cápsula dura	500 mg	Prati Donaduzzi	25/08/2008
amoxicilina	Amoxil	Cápsula dura	500 mg	"EMS Sigma 
Pharma"	03/11/2008
amoxicilina	Amoxil	Cápsula dura	500 mg	União Química	24/11/2008
amoxicilina	Amoxil BD	Pó para suspensão oral	400 mg/5 ml	Biosintética	27/07/2009
amoxicilina	Amoxil BD	Pó para suspensão oral	400 mg/5 ml	Aché	03/08/2009
amoxicilina	Amoxil	Pó para suspensão oral	250mg/5ml	Biosintética	10/08/2009
amoxicilina	Amoxil	Pó para suspensão oral	250mg/5ml	Aché	17/08/2009
amoxicilina	Amoxil	Cápsula dura	500 mg	Legrand	20/10/2009
amoxicilina	Amoxil	Cápsula dura	500 mg	Multilab	16/08/2010
amoxicilina	Amoxil	Pó para suspensão oral	250 mg/5 ml; 500 mg/5 ml	Multilab	29/11/2010
amoxicilina	Amoxil BD	Comprimido	875 mg	Biosintética	10/01/2011
amoxicilina	Amoxil	Cápsula dura	500 mg	Biosintética	10/01/2011
amoxicilina	Amoxil	Cápsula dura	500 mg	Aché	10/01/2011
amoxicilina	Amoxil BD	Comprimido	875 mg	Aché	24/01/2011
amoxicilina	Amoxil	"Cápsula dura e Pó para 
suspensão oral"	"500 mg; 125 mg/5 ml; 250 
mg/5 ml; 500mg/5 ml"	Glaxosmithkline	11/08/2014
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Comprimido revestido	"500 mg + 125 mg; 875 mg + 
125 mg"	Sandoz	24/08/2001
"amoxicilina+clavulanato de 
potássio"	Clavulin	Pó para suspensão oral	"25 mg/ml + 6,25 mg/ml; 50 
mg/ml + 12,5 mg/ml"	EMS	07/03/2002
"amoxicilina+clavulanato de 
potássio"	Clavulin	Comprimido revestido	500 mg + 125 mg	EMS	22/04/2002
"amoxicilina+clavulanato de 
potássio"	Clavulin	Pó para suspensão oral	"25 mg/ml + 6,25 mg/ml; 50 
mg/ml + 12,5 mg/ml; 80 
mg/ml + 11,4 mg/ml"	Sandoz	26/07/2002
"amoxicilina+clavulanato de 
potássio"	Clavulin	Pó para solução injetável	"500 mg + 100 mg ; 1 g + 
200 mg"	Eurofarma	03/12/2002
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Pó para suspensão oral	"25 mg/ml + 6,25 mg/ml; 40 
mg/ml + 5,7 mg/ml; 80 
mg/ml + 11,5 mg/ml"	Ranbaxy	17/03/2004
"amoxicilina+clavulanato de 
potássio"	Clavulin	Pó para solução injetável	1 g + 200 mg	Aurobindo	13/11/2006
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Comprimido revestido	875 mg + 125 mg	Germed	01/10/2007
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Pó para suspensão oral	80mg/ml + 11,4mg/ml	EMS	14/04/2008
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Comprimido revestido	875 mg + 125 mg	Eurofarma	19/05/2008
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Comprimido revestido	875 mg + 125 mg	Legrand	25/02/2009
"amoxicilina+clavulanato de 
potássio"	clavulin BD	Pó para suspensão oral	80mg/ml + 11,4mg/ml	Biosintética	03/05/2010
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Pó para suspensão oral	80mg/ml + 11,4mg/ml	EMS	24/05/2010
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Pó para suspensão oral	80mg/ml + 11,4mg/ml	Germed	24/05/2010
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Pó para suspensão oral	80mg/ml + 11,4mg/ml	Eurofarma	15/10/2012
"amoxicilina+clavulanato de 
potássio"	Clavulin BD	Comprimido revestido	875 mg + 125 mg	Biosintética	07/07/2014
ampicilina	Binotal	Comprimido	500 mg	EMS	03/02/2000
ampicilina	Amplacilina	Pó para solução injetável	500 mg; 1 g	Teuto	20/04/2000
ampicilina	Amplacilina	Cápsula dura	500 mg	Eurofarma	06/09/2001
ampicilina	Amplacilina	Cápsula dura	500 mg	Sandoz	13/11/2002
ampicilina	Amplacilina	Pó para suspensão oral	50 mg/ml	Brainfarma	01/01/2003
ampicilina	Amplacilina	Pó para solução injetável	500 mg; 1 g	Aurobindo	19/09/2005
ampicilina	Amplacilina	Pó para solução injetável	1 g	Aspen	22/05/2006
ampicilina	Amplacilina	Cápsula dura	500mg	Aspen	24/03/2008
ampicilina	Amplacilina	Pó para suspensão oral	50 mg/ml	Prati Donaduzzi	12/05/2008
ampicilina	Amplacilina	Cápsula dura	500 mg	Prati Donaduzzi	22/12/2008
ampicilina	Amplacilina	Cápsula dura	500 mg	Multilab	16/02/2009
ampicilina	Amplacilina	Pó para suspensão oral	50 mg/ml	Multilab	03/11/2015
"ampicilina sódica + sulbactam 
sódico"	Unasyn	Pó para solução injetável	1 g + 0,5 g; 2 g + 1 g	Eurofarma	07/08/2002
"ampicilina sódica + sulbactam 
sódico"	Unasyn	Pó para solução injetável	1 g + 0,5 g; 2 g + 1 g	Aurobindo	14/08/2006
"ampicilina sódica + sulbactam 
sódico"	Unasyn	Pó para solução injetável	1 g + 0,5 g	Novafarma	30/04/2007
"ampicilina sódica + sulbactam 
sódico"	Unasyn	Pó para solução injetável	1 g + 0,5 g	Aspen	11/02/2008
"ampicilina sódica + sulbactam 
sódico"	Unasyn	Pó para solução injetável	1 g + 0,5 g	"Antibióticos do 
Brasil"	03/08/2009
anastrazol	Arimidex	Comprimido revestido	1 mg	Eurofarma	10/05/2005
anidulafungina	Ecalta	Pó para solução injetável	100 mg	Wyeth	15/10/2012
anidulafungina	Ecalta	Pó para solução injetável	100 mg	Teuto	27/07/2015
aripiprazol	Abilify	Comprimido	"10 mg; 15 mg; 20 mg; 30 
mg"	Biosintética	19/03/2012
aripiprazol	Abilify	Comprimido	"10 mg; 15 mg; 20 mg; 30 
mg"	Aché	09/04/2012
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	EMS	31/07/2000
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	Biosintética	23/04/2001
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	Medley	28/02/2002
atenolol	Atenol	Comprimido revestido	25 mg; 50 mg; 100 mg	Sandoz	08/04/2002
atenolol	Atenol	Comprimido	50 mg; 100 mg	Teuto	14/02/2003
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	Ranbaxy	19/04/2004
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	Cristália	25/06/2004
atenolol	Atenol	Comprimido	25 mg; 50 mg; 100 mg	Germed	20/07/2004
